FID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Medinc,GEO_id3,Id,GEO_id2,Geography,Wrk_16over,CarTruckVa,DriveAlone,Carpool,PublicTran,Walk,Bike,TaxiMCOthe,WorkfrHm,WlkBikTran,SHAPE_Length,SHAPE_Area
670,06,037,219300,06037219300,2193,Census Tract 2193,G5020,S,651811,0,+34.0267587,-118.3318299,30625,6037219300,1400000US06037219300,6037219300,"Census Tract 2193, Los Angeles County, California",1567,73.8,66.1,7.7,20,2.4,1,0.8,3,23,0.0329869191630778,6.3626269381411e-05
671,06,037,204420,06037204420,2044.20,Census Tract 2044.20,G5020,S,302058,0,+34.0445316,-118.2116198,27242,6037204420,1400000US06037204420,6037204420,"Census Tract 2044.20, Los Angeles County, California",860,72.4,55.3,17.1,18,5.8,1,0,3,25,0.0228261740219066,2.94911260620113e-05
672,06,037,211320,06037211320,2113.20,Census Tract 2113.20,G5020,S,186272,0,+34.0708715,-118.2941394,25934,6037211320,1400000US06037211320,6037211320,"Census Tract 2113.20, Los Angeles County, California",1563,49.6,45.2,4.5,40,2.2,4,0,4,46,0.0172514180992503,1.81921746499804e-05
673,06,037,262301,06037262301,2623.01,Census Tract 2623.01,G5020,S,13053887,1359,+34.0925404,-118.4910639,192000,6037262301,1400000US06037262301,6037262301,"Census Tract 2623.01, Los Angeles County, California",1270,71.3,67.2,4.2,0,11.7,0,0.5,16,12,0.219428103861007,0.00127552275334226
674,06,037,206300,06037206300,2063,Census Tract 2063,G5020,S,616657,0,+34.0411108,-118.2432134,9609,6037206300,1400000US06037206300,6037206300,"Census Tract 2063, Los Angeles County, California",806,16.6,9.2,7.4,46,21.1,4,7.2,5,71,0.039430530543507,6.02046772600359e-05
675,06,037,267501,06037267501,2675.01,Census Tract 2675.01,G5020,S,453851,0,+34.0413355,-118.4560691,67491,6037267501,1400000US06037267501,6037267501,"Census Tract 2675.01, Los Angeles County, California",3873,58.7,53.7,5,20,10.6,0,1.1,10,31,0.0276502474652522,4.43099629370029e-05
676,06,037,218120,06037218120,2181.20,Census Tract 2181.20,G5020,S,445211,0,+34.0435631,-118.3206759,24737,6037218120,1400000US06037218120,6037218120,"Census Tract 2181.20, Los Angeles County, California",2294,68.7,61.4,7.3,22,2.4,0,3.3,3,24,0.0263568683172818,4.34674735671052e-05
677,06,037,209403,06037209403,2094.03,Census Tract 2094.03,G5020,S,138199,0,+34.0531328,-118.2738446,18125,6037209403,1400000US06037209403,6037209403,"Census Tract 2094.03, Los Angeles County, California",1288,37,31.4,5.6,56,1.3,0,6.2,0,57,0.0147847363374825,1.34944701585774e-05
678,06,037,208902,06037208902,2089.02,Census Tract 2089.02,G5020,S,184047,0,+34.0564462,-118.2723721,32664,6037208902,1400000US06037208902,6037208902,"Census Tract 2089.02, Los Angeles County, California",1330,12.8,6.8,5.9,82,3.1,0,0.8,2,85,0.0172583277590273,1.79719558275056e-05
679,06,037,212203,06037212203,2122.03,Census Tract 2122.03,G5020,S,106316,0,+34.0597622,-118.2903562,25240,6037212203,1400000US06037212203,6037212203,"Census Tract 2122.03, Los Angeles County, California",1572,32.7,21.6,11.1,53,12.2,0,0,2,65,0.0132218016995849,1.03819203245918e-05
680,06,037,194200,06037194200,1942,Census Tract 1942,G5020,S,2603224,0,+34.1035086,-118.3749964,122125,6037194200,1400000US06037194200,6037194200,"Census Tract 1942, Los Angeles County, California",2116,78.6,69.3,9.3,2,0.8,0,2.5,16,3,0.0887508240696959,0.000254336690531712
681,06,037,189701,06037189701,1897.01,Census Tract 1897.01,G5020,S,3985575,360117,+34.1319418,-118.3345237,70929,6037189701,1400000US06037189701,6037189701,"Census Tract 1897.01, Los Angeles County, California",2243,75.5,70.7,4.8,1,0.7,1,0,22,3,0.116581703845308,0.00042466220533364
682,06,037,183620,06037183620,1836.20,Census Tract 1836.20,G5020,S,517472,0,+34.1151760,-118.1898523,45223,6037183620,1400000US06037183620,6037183620,"Census Tract 1836.20, Los Angeles County, California",1302,77.6,64.3,13.4,11,3.7,2,2.6,4,17,0.0286305390196296,5.05643505139927e-05
683,06,037,143800,06037143800,1438,Census Tract 1438,G5020,S,2606925,0,+34.1355558,-118.3805968,109345,6037143800,1400000US06037143800,6037143800,"Census Tract 1438, Los Angeles County, California",2679,83.6,69.8,13.8,1,1.3,1,0.3,12,3,0.111190459408173,0.000254794914729345
684,06,037,139303,06037139303,1393.03,Census Tract 1393.03,G5020,S,415553,0,+34.1762844,-118.5333073,43514,6037139303,1400000US06037139303,6037139303,"Census Tract 1393.03, Los Angeles County, California",2076,79.9,72.3,7.7,10,3.9,2,1.4,3,16,0.026536697241419,4.06345353193658e-05
685,06,037,123410,06037123410,1234.10,Census Tract 1234.10,G5020,S,488725,8391,+34.1993793,-118.4214325,39821,6037123410,1400000US06037123410,6037123410,"Census Tract 1234.10, Los Angeles County, California",1677,76.6,63.3,13.4,11,4.9,1,1.9,4,17,0.0286459150927232,4.86222753828241e-05
686,06,037,120010,06037120010,1200.10,Census Tract 1200.10,G5020,S,553982,11621,+34.2191995,-118.4622655,47388,6037120010,1400000US06037120010,6037120010,"Census Tract 1200.10, Los Angeles County, California",1249,92.8,68.4,24.4,5,0.5,0,1,0,6,0.0309751539828323,5.53336162565714e-05
687,06,037,117510,06037117510,1175.10,Census Tract 1175.10,G5020,S,330594,4518,+34.2336780,-118.4621485,32778,6037117510,1400000US06037117510,6037117510,"Census Tract 1175.10, Los Angeles County, California",1588,72.6,61.2,11.4,15,2.9,0,7.3,2,18,0.0256453716599176,3.27905624265303e-05
688,06,037,294810,06037294810,2948.10,Census Tract 2948.10,G5020,S,320464,0,+33.7795265,-118.2714945,36202,6037294810,1400000US06037294810,6037294810,"Census Tract 2948.10, Los Angeles County, California",1668,83.8,68.4,15.4,6,2.4,2,1.5,4,10,0.0226029300488262,3.11932289604917e-05
689,06,037,242300,06037242300,2423,Census Tract 2423,G5020,S,630038,0,+33.9485060,-118.2461145,38281,6037242300,1400000US06037242300,6037242300,"Census Tract 2423, Los Angeles County, California",1521,79,63.5,15.5,16,0,0,0,5,16,0.0335334238485861,6.14444871696153e-05
690,06,037,980015,06037980015,9800.15,Census Tract 9800.15,G5020,S,5184596,220674,+33.7732215,-118.2888126,14975,6037980015,1400000US06037980015,6037980015,"Census Tract 9800.15, Los Angeles County, California",201,43.8,43.3,0.5,15,30.8,0,9.5,1,46,0.108736278366115,0.000526093667198388
691,06,037,262601,06037262601,2626.01,Census Tract 2626.01,G5020,S,3692762,0,+34.0737773,-118.5555249,190000,6037262601,1400000US06037262601,6037262601,"Census Tract 2626.01, Los Angeles County, California",1678,81.8,77.5,4.3,1,0.4,0,0,16,1,0.106181087248411,0.0003606613065997
692,06,037,310100,06037310100,3101,Census Tract 3101,G5020,S,13135906,58294,+34.2073831,-118.3073649,93750,6037310100,1400000US06037310100,6037310100,"Census Tract 3101, Los Angeles County, California",2650,91.5,83.4,8.2,0,0,0,1.4,7,0,0.0303438358223295,5.86486467959828e-09
693,06,037,300400,06037300400,3004,Census Tract 3004,G5020,S,2003277,4708,+34.2284548,-118.2563999,82125,6037300400,1400000US06037300400,6037300400,"Census Tract 3004, Los Angeles County, California",2730,94.1,84.9,9.2,0,0,0,0.6,5,0,0.00387671820034628,8.09444472465909e-10
694,06,037,300701,06037300701,3007.01,Census Tract 3007.01,G5020,S,13297802,59420,+34.2038347,-118.2517672,113365,6037300701,1400000US06037300701,6037300701,"Census Tract 3007.01, Los Angeles County, California",3188,92.5,83.1,9.3,1,0.3,0,0.6,6,1,0.000906393857256788,1.82418911124252e-11
695,06,037,300902,06037300902,3009.02,Census Tract 3009.02,G5020,S,4391553,7548,+34.1541923,-118.2004184,116420,6037300902,1400000US06037300902,6037300902,"Census Tract 3009.02, Los Angeles County, California",946,79.3,72.9,6.3,0,0.5,2,1.4,17,2,0.0292370953815973,2.87337775460567e-09
696,06,037,320100,06037320100,3201,Census Tract 3201,G5020,S,1900520,0,+34.2948569,-118.4273952,61133,6037320100,1400000US06037320100,6037320100,"Census Tract 3201, Los Angeles County, California",3421,94.2,79.7,14.5,2,1.7,0,0.4,2,4,0.0397140960544589,1.78363595915786e-08
697,06,037,320300,06037320300,3203,Census Tract 3203,G5020,S,1714692,0,+34.2821477,-118.4458616,44310,6037320300,1400000US06037320300,6037320300,"Census Tract 3203, Los Angeles County, California",2597,89.6,76,13.6,6,2.6,1,0.2,0,10,0.0663404986029008,9.74470216296093e-07
698,06,037,301601,06037301601,3016.01,Census Tract 3016.01,G5020,S,2267388,1299,+34.1623874,-118.2865467,32243,6037301601,1400000US06037301601,6037301601,"Census Tract 3016.01, Los Angeles County, California",2668,79.3,69.6,9.7,10,5,2,0.5,4,17,0.00971185803855051,2.03252745736684e-08
699,06,037,301602,06037301602,3016.02,Census Tract 3016.02,G5020,S,1005436,10112,+34.1621154,-118.2987272,52031,6037301602,1400000US06037301602,6037301602,"Census Tract 3016.02, Los Angeles County, California",1914,76.2,72.6,3.7,5,4.4,2,2.7,9,11,0.0182870277181008,1.44443903622798e-07
700,06,037,301702,06037301702,3017.02,Census Tract 3017.02,G5020,S,824880,0,+34.1511584,-118.2692352,46806,6037301702,1400000US06037301702,6037301702,"Census Tract 3017.02, Los Angeles County, California",2595,84.8,68.6,16.2,4,2.3,1,0,8,7,0.0102578768972359,1.0660337147122e-06
701,06,037,311100,06037311100,3111,Census Tract 3111,G5020,S,1704836,0,+34.1856903,-118.3546268,77528,6037311100,1400000US06037311100,6037311100,"Census Tract 3111, Los Angeles County, California",1845,90.4,81.8,8.5,6,0.5,1,0,3,8,0.0214377574329731,1.84405753159143e-07
702,06,037,311200,06037311200,3112,Census Tract 3112,G5020,S,989257,0,+34.1720062,-118.3531198,74297,6037311200,1400000US06037311200,6037311200,"Census Tract 3112, Los Angeles County, California",1528,84.9,71.7,13.2,4,1.8,5,0,4,11,0.019237518058598,2.46337912675993e-07
703,06,037,311400,06037311400,3114,Census Tract 3114,G5020,S,939060,0,+34.1622732,-118.3493170,69286,6037311400,1400000US06037311400,6037311400,"Census Tract 3114, Los Angeles County, California",1078,85.3,78.5,6.9,2,1.7,0,2.3,8,4,0.0156531263069346,1.41970274669279e-07
704,06,037,311600,06037311600,3116,Census Tract 3116,G5020,S,2808933,6146,+34.1531211,-118.3390315,81987,6037311600,1400000US06037311600,6037311600,"Census Tract 3116, Los Angeles County, California",4789,84.8,77.9,6.9,3,5.1,0,1.8,5,8,0.0486237410430916,1.62946239291668e-08
705,06,037,237900,06037237900,2379,Census Tract 2379,G5020,S,979778,0,+33.9709293,-118.3111925,41513,6037237900,1400000US06037237900,6037237900,"Census Tract 2379, Los Angeles County, California",1269,83.8,68.2,15.5,12,0,2,0,2,14,0.0408264688888028,9.55201959211441e-05
706,06,037,228600,06037228600,2286,Census Tract 2286,G5020,S,526963,0,+34.0036935,-118.2608661,25169,6037228600,1400000US06037228600,6037228600,"Census Tract 2286, Los Angeles County, California",1835,53.6,39.3,14.3,37,2.7,2,0.5,4,42,0.0292768698929769,5.14256398723882e-05
707,06,037,222600,06037222600,2226,Census Tract 2226,G5020,S,651938,0,+34.0218424,-118.2958710,23542,6037222600,1400000US06037222600,6037222600,"Census Tract 2226, Los Angeles County, California",1983,62.5,57.9,4.6,12,12.2,7,3.8,3,31,0.031983920123145,6.36350697743614e-05
708,06,037,208904,06037208904,2089.04,Census Tract 2089.04,G5020,S,112105,0,+34.0595681,-118.2700929,17341,6037208904,1400000US06037208904,6037208904,"Census Tract 2089.04, Los Angeles County, California",1484,28.5,19.3,9.2,56,6.7,1,1.7,6,64,0.0136762585422556,1.09471863619508e-05
709,06,037,139703,06037139703,1397.03,Census Tract 1397.03,G5020,S,4728894,0,+34.1445790,-118.5320785,121250,6037139703,1400000US06037139703,6037139703,"Census Tract 1397.03, Los Angeles County, California",1477,89.8,76.3,13.5,1,0,0,0.5,9,1,0.122326112511027,0.00046224007526738
710,06,037,123602,06037123602,1236.02,Census Tract 1236.02,G5020,S,927745,0,+34.1812199,-118.4263255,44244,6037123602,1400000US06037123602,6037123602,"Census Tract 1236.02, Los Angeles County, California",1676,79.7,68.9,10.9,8,3.3,0,0.5,8,11,0.0415318736789314,9.07237911793799e-05
711,06,037,122410,06037122410,1224.10,Census Tract 1224.10,G5020,S,707000,0,+34.2044832,-118.3919739,31997,6037122410,1400000US06037122410,6037122410,"Census Tract 1224.10, Los Angeles County, California",1508,75.3,60.6,14.7,12,6.7,0,4.2,2,19,0.033456475599282,6.9156034290982e-05
712,06,037,131300,06037131300,1313,Census Tract 1313,G5020,S,1118011,0,+34.2146599,-118.5229633,68456,6037131300,1400000US06037131300,6037131300,"Census Tract 1313, Los Angeles County, California",2405,91.3,68.3,23,5,0.5,0,0.3,3,6,0.0425149550570716,0.000109372518570908
713,06,037,115302,06037115302,1153.02,Census Tract 1153.02,G5020,S,832983,4830,+34.2259651,-118.5503049,37723,6037115302,1400000US06037115302,6037115302,"Census Tract 1153.02, Los Angeles County, California",1723,77,59.1,17.8,12,3.4,3,3.2,2,18,0.0369633047270799,8.19725220328353e-05
714,06,037,109700,06037109700,1097,Census Tract 1097,G5020,S,1586861,0,+34.2619342,-118.4808881,69953,6037109700,1400000US06037109700,6037109700,"Census Tract 1097, Los Angeles County, California",2119,93.4,84.8,8.6,2,0,0,0,4,2,0.0548522078783483,0.000155324668977473
715,06,037,241300,06037241300,2413,Census Tract 2413,G5020,S,522126,0,+33.9261331,-118.2862377,27660,6037241300,1400000US06037241300,6037241300,"Census Tract 2413, Los Angeles County, California",698,82.2,65,17.2,7,0,0,0.3,11,7,0.0309173847130488,5.09080916505218e-05
716,06,037,228410,06037228410,2284.10,Census Tract 2284.10,G5020,S,277715,0,+34.0137400,-118.2691132,27219,6037228410,1400000US06037228410,6037228410,"Census Tract 2284.10, Los Angeles County, California",1311,65.8,53.6,12.2,24,2.9,4,0.5,4,31,0.0214853534634466,2.71048377079837e-05
717,06,037,267402,06037267402,2674.02,Census Tract 2674.02,G5020,S,424970,3875,+34.0420740,-118.4659262,64674,6037267402,1400000US06037267402,6037267402,"Census Tract 2674.02, Los Angeles County, California",3155,75,70.3,4.7,17,3.6,0,0,4,21,0.0270689370717428,4.18688857969621e-05
718,06,037,204200,06037204200,2042,Census Tract 2042,G5020,S,301203,0,+34.0436195,-118.2050757,25302,6037204200,1400000US06037204200,6037204200,"Census Tract 2042, Los Angeles County, California",1010,52.7,42.9,9.8,27,9.3,3,4.5,4,39,0.0235103402514897,2.94075009474835e-05
719,06,037,206200,06037206200,2062,Census Tract 2062,G5020,S,578740,0,+34.0469940,-118.2415978,15678,6037206200,1400000US06037206200,6037206200,"Census Tract 2062, Los Angeles County, California",673,60.5,49.5,11,20,11.7,2,4.5,2,34,0.0345209870303648,5.65066103100444e-05
720,06,037,209820,06037209820,2098.20,Census Tract 2098.20,G5020,S,179107,0,+34.0472132,-118.2782548,27117,6037209820,1400000US06037209820,6037209820,"Census Tract 2098.20, Los Angeles County, California",1219,51.3,41.7,9.6,38,5.8,0,2.1,3,44,0.0173371747303621,1.74875575055636e-05
721,06,037,214600,06037214600,2146,Census Tract 2146,G5020,S,581188,0,+34.0727874,-118.3656444,66875,6037214600,1400000US06037214600,6037214600,"Census Tract 2146, Los Angeles County, California",1472,80.4,77.7,2.7,2,4.8,1,1.8,9,8,0.0307354918204458,5.67624764929979e-05
722,06,037,211420,06037211420,2114.20,Census Tract 2114.20,G5020,S,381075,0,+34.0726364,-118.3029424,31839,6037211420,1400000US06037211420,6037211420,"Census Tract 2114.20, Los Angeles County, California",1638,63.6,54.8,8.8,25,0,1,1.5,9,26,0.024781521510698,3.72182120079835e-05
723,06,037,191810,06037191810,1918.10,Census Tract 1918.10,G5020,S,404246,0,+34.0889240,-118.3277122,30582,6037191810,1400000US06037191810,6037191810,"Census Tract 1918.10, Los Angeles County, California",1824,68.3,62.9,5.4,20,3.5,0,3.1,5,24,0.0290361361422531,3.94888679074889e-05
724,06,037,192620,06037192620,1926.20,Census Tract 1926.20,G5020,S,243560,0,+34.0776717,-118.2960541,36280,6037192620,1400000US06037192620,6037192620,"Census Tract 1926.20, Los Angeles County, California",1757,62.6,51.1,11.5,28,2.3,1,0.7,5,31,0.0229042385635929,2.37889512274973e-05
725,06,037,124500,06037124500,1245,Census Tract 1245,G5020,S,807913,0,+34.1722741,-118.4267703,77813,6037124500,1400000US06037124500,6037124500,"Census Tract 1245, Los Angeles County, California",1613,81.8,74.8,7.1,8,0.7,0,1.1,9,9,0.0424772359389687,7.8997620725645e-05
726,06,037,127910,06037127910,1279.10,Census Tract 1279.10,G5020,S,649792,0,+34.1975649,-118.4443624,29819,6037127910,1400000US06037127910,6037127910,"Census Tract 1279.10, Los Angeles County, California",2206,70.7,50.9,19.8,18,5.7,1,2.8,1,25,0.0320329173714798,6.35549594438822e-05
727,06,037,123205,06037123205,1232.05,Census Tract 1232.05,G5020,S,757734,0,+34.1945637,-118.3835614,38750,6037123205,1400000US06037123205,6037123205,"Census Tract 1232.05, Los Angeles County, California",1207,76.9,68,8.9,16,2.8,0,0,4,19,0.0346093061534082,7.41096858350562e-05
728,06,037,108103,06037108103,1081.03,Census Tract 1081.03,G5020,S,2563870,0,+34.2864236,-118.5400017,123000,6037108103,1400000US06037108103,6037108103,"Census Tract 1081.03, Los Angeles County, California",1584,87.4,74.1,13.3,2,0.7,0,0,10,3,0.111483925020289,0.000251027802885765
729,06,037,293201,06037293201,2932.01,Census Tract 2932.01,G5020,S,1066114,4475,+33.8308864,-118.3051300,57530,6037293201,1400000US06037293201,6037293201,"Census Tract 2932.01, Los Angeles County, California",2700,90.8,84.4,6.3,5,0.2,0,2.7,1,5,0.041513535158115,0.000104143898167173
730,06,037,311700,06037311700,3117,Census Tract 3117,G5020,S,2350619,2257,+34.1627628,-118.3208322,76492,6037311700,1400000US06037311700,6037311700,"Census Tract 3117, Los Angeles County, California",2962,84.9,72.3,12.6,2,3.3,2,0.7,8,7,0.0280044585794928,9.83749376016663e-09
731,06,037,320000,06037320000,3200,Census Tract 3200,G5020,S,1206706,37204,+34.1387609,-118.3509328,0,6037320000,1400000US06037320000,6037320000,"Census Tract 3200, Los Angeles County, California",0,0,0,0,0,0,0,0,0,0,0.0802502327587202,2.70879964394948e-06
732,06,037,134305,06037134305,1343.05,Census Tract 1343.05,G5020,S,357583,0,+34.2176340,-118.6016952,33242,6037134305,1400000US06037134305,6037134305,"Census Tract 1343.05, Los Angeles County, California",1879,61.5,45,16.4,18,7.6,1,7.1,4,27,0.0250812320014315,3.49828419634624e-05
733,06,037,103200,06037103200,1032,Census Tract 1032,G5020,S,7414589,0,+34.2733525,-118.3402264,76435,6037103200,1400000US06037103200,6037103200,"Census Tract 1032, Los Angeles County, California",2525,86.2,74,12.2,1,3.4,2,0.8,7,6,0.154835374193003,0.000655220476065524
734,06,037,620001,06037620001,6200.01,Census Tract 6200.01,G5020,S,1183499,0,+33.9274700,-118.4038251,94152,6037620001,1400000US06037620001,6037620001,"Census Tract 6200.01, Los Angeles County, California",1957,87.2,76.8,10.4,1,6.9,0,2.1,3,8,0.0309397160092126,2.48281874395418e-06
735,06,037,532900,06037532900,5329,Census Tract 5329,G5020,S,767183,0,+33.9790503,-118.2520343,35361,6037532900,1400000US06037532900,6037532900,"Census Tract 5329, Los Angeles County, California",2338,73.2,63.6,9.6,20,4.1,1,1,1,25,0.0175282590703114,1.13785617483302e-06
736,06,037,143902,06037143902,1439.02,Census Tract 1439.02,G5020,S,2522506,4486,+34.1358007,-118.4214241,89929,6037143902,1400000US06037143902,6037143902,"Census Tract 1439.02, Los Angeles County, California",1490,86.8,82.2,4.6,1,0,0,1.2,11,1,0.101702578940275,0.000246986515702573
737,06,037,141700,06037141700,1417,Census Tract 1417,G5020,S,3243735,0,+34.1379878,-118.4376439,140357,6037141700,1400000US06037141700,6037141700,"Census Tract 1417, Los Angeles County, California",1618,77.3,67.7,9.5,0,0.5,0,0,22,0,0.0973254104445869,0.000317044482791044
738,06,037,123420,06037123420,1234.20,Census Tract 1234.20,G5020,S,778597,8126,+34.1930330,-118.4146718,30899,6037123420,1400000US06037123420,6037123420,"Census Tract 1234.20, Los Angeles County, California",2095,78.7,63.5,15.2,12,3.6,1,1.4,4,17,0.0430110921511648,7.69443545742684e-05
739,06,037,134101,06037134101,1341.01,Census Tract 1341.01,G5020,S,1065777,0,+34.2143034,-118.5666433,64490,6037134101,1400000US06037134101,6037134101,"Census Tract 1341.01, Los Angeles County, California",2905,77.6,64.2,13.4,7,1.6,2,8.2,4,11,0.0413360753707031,0.00010426243205698
740,06,037,301000,06037301000,3010,Census Tract 3010,G5020,S,2048658,21482,+34.1564802,-118.2309561,55625,6037301000,1400000US06037301000,6037301000,"Census Tract 3010, Los Angeles County, California",2023,88.9,77.8,11.1,0,4,1,0,6,5,0.00461048073543859,1.51194557169683e-09
741,06,037,242600,06037242600,2426,Census Tract 2426,G5020,S,475994,0,+33.9323760,-118.2502423,12426,6037242600,1400000US06037242600,6037242600,"Census Tract 2426, Los Angeles County, California",729,75.2,67.1,8.1,13,0,0,8.4,4,13,0.0277977572101117,4.64133282969039e-05
742,06,037,270100,06037270100,2701,Census Tract 2701,G5020,S,570756,0,+34.0273439,-118.3959685,60134,6037270100,1400000US06037270100,6037270100,"Census Tract 2701, Los Angeles County, California",2926,75.2,67.2,7.9,11,9.6,1,0.7,2,22,0.0413639738089411,5.57102330843541e-05
743,06,037,277100,06037277100,2771,Census Tract 2771,G5020,S,1234119,0,+33.9652179,-118.3783987,83929,6037277100,1400000US06037277100,6037277100,"Census Tract 2771, Los Angeles County, California",1627,84.9,72.4,12.5,3,1.7,1,1,8,6,0.0466595238957616,0.000120376865704831
744,06,037,277200,06037277200,2772,Census Tract 2772,G5020,S,1041832,0,+33.9526287,-118.3822385,60083,6037277200,1400000US06037277200,6037277200,"Census Tract 2772, Los Angeles County, California",1362,85.4,77.7,7.7,3,2.4,2,0,7,7,0.0444113826462526,0.000101292164493685
745,06,037,291110,06037291110,2911.10,Census Tract 2911.10,G5020,S,711350,0,+33.9200912,-118.2868209,40866,6037291110,1400000US06037291110,6037291110,"Census Tract 2911.10, Los Angeles County, California",1382,87.6,79.7,7.9,7,0,2,1.8,2,9,0.0352892768768355,6.93521488151816e-05
746,06,037,291130,06037291130,2911.30,Census Tract 2911.30,G5020,S,1291463,0,+33.9024424,-118.2871419,54342,6037291130,1400000US06037291130,6037291130,"Census Tract 2911.30, Los Angeles County, California",1618,87.5,80.2,7.4,3,2.3,2,4.7,0,7,0.046558680958307,0.000125877471807116
747,06,037,291210,06037291210,2912.10,Census Tract 2912.10,G5020,S,1242661,0,+33.8886904,-118.2870814,45331,6037291210,1400000US06037291210,6037291210,"Census Tract 2912.10, Los Angeles County, California",2095,83,72.2,10.8,8,4,1,1.1,3,13,0.0459079885695316,0.000121090887880666
748,06,037,291220,06037291220,2912.20,Census Tract 2912.20,G5020,S,818694,0,+33.8771395,-118.2867090,36964,6037291220,1400000US06037291220,6037291220,"Census Tract 2912.20, Los Angeles County, California",1306,85.7,68.1,17.5,10,3.4,0,0.5,1,13,0.0369262229834108,7.97412964282671e-05
749,06,037,291300,06037291300,2913,Census Tract 2913,G5020,S,2353750,45836,+33.8641805,-118.2951289,57650,6037291300,1400000US06037291300,6037291300,"Census Tract 2913, Los Angeles County, California",1019,89.7,83.7,6,1,0.8,0,3.2,6,2,0.0960973350582695,0.000233554838354702
750,06,037,292000,06037292000,2920,Census Tract 2920,G5020,S,4001205,1856,+33.8484731,-118.3021541,39276,6037292000,1400000US06037292000,6037292000,"Census Tract 2920, Los Angeles County, California",2754,74.3,61.5,12.8,11,1,2,9.9,1,14,0.122232868214892,0.000364808721331526
751,06,037,293202,06037293202,2932.02,Census Tract 2932.02,G5020,S,1052402,0,+33.8204090,-118.3037589,33321,6037293202,1400000US06037293202,6037293202,"Census Tract 2932.02, Los Angeles County, California",2509,85.3,73.5,11.8,6,2.4,4,1.2,2,12,0.0426229993210359,0.000102288481030457
752,06,037,293302,06037293302,2933.02,Census Tract 2933.02,G5020,S,1119337,0,+33.8016119,-118.3042086,72723,6037293302,1400000US06037293302,6037293302,"Census Tract 2933.02, Los Angeles County, California",2617,91.2,80.6,10.6,4,1.1,1,1.2,2,6,0.0454531624591674,0.000108970435203887
753,06,037,293304,06037293304,2933.04,Census Tract 2933.04,G5020,S,569496,0,+33.7926172,-118.3043149,44066,6037293304,1400000US06037293304,6037293304,"Census Tract 2933.04, Los Angeles County, California",2191,82.1,68.1,14,6,8.8,0,0.8,2,15,0.0301943597971362,5.54413787600402e-05
754,06,037,294110,06037294110,2941.10,Census Tract 2941.10,G5020,S,989187,0,+33.7979795,-118.2603837,63750,6037294110,1400000US06037294110,6037294110,"Census Tract 2941.10, Los Angeles County, California",1991,93.2,77.7,15.4,2,1.3,0,1.6,1,3,0.0495905600958444,9.53976200988215e-05
755,06,037,294120,06037294120,2941.20,Census Tract 2941.20,G5020,S,1560996,0,+33.7957797,-118.2475763,46700,6037294120,1400000US06037294120,6037294120,"Census Tract 2941.20, Los Angeles County, California",1067,80.9,68.5,12.4,8,2.5,3,4.3,1,14,0.0528704824139923,0.000151630283047067
756,06,037,294200,06037294200,2942,Census Tract 2942,G5020,S,953769,0,+33.7948377,-118.2693892,69543,6037294200,1400000US06037294200,6037294200,"Census Tract 2942, Los Angeles County, California",2166,91.9,84.1,7.8,1,0.2,2,4.6,1,3,0.0391895401500318,9.27531142793011e-05
757,06,037,294410,06037294410,2944.10,Census Tract 2944.10,G5020,S,833787,0,+33.7941280,-118.2898931,51735,6037294410,1400000US06037294410,6037294410,"Census Tract 2944.10, Los Angeles County, California",1981,92.2,82.4,9.7,2,1.1,1,0,3,4,0.0386817103017296,8.00312905658611e-05
758,06,037,293301,06037293301,2933.01,Census Tract 2933.01,G5020,S,844984,0,+33.8111773,-118.3038284,72969,6037293301,1400000US06037293301,6037293301,"Census Tract 2933.01, Los Angeles County, California",1454,93.3,82.1,11.2,1,3.4,1,0,1,5,0.0421230839127545,8.12019154562486e-05
759,06,037,294620,06037294620,2946.20,Census Tract 2946.20,G5020,S,841598,0,+33.7874696,-118.2479267,42367,6037294620,1400000US06037294620,6037294620,"Census Tract 2946.20, Los Angeles County, California",1852,85.4,72.9,12.4,5,2.5,2,2.9,2,10,0.038733868175728,8.19261220705945e-05
760,06,037,294510,06037294510,2945.10,Census Tract 2945.10,G5020,S,518230,0,+33.7865877,-118.2716940,42775,6037294510,1400000US06037294510,6037294510,"Census Tract 2945.10, Los Angeles County, California",1554,92.5,84.9,7.5,3,0.5,0,1,3,4,0.0291162188237358,5.04470484039916e-05
761,06,037,294820,06037294820,2948.20,Census Tract 2948.20,G5020,S,383486,0,+33.7797819,-118.2656258,30917,6037294820,1400000US06037294820,6037294820,"Census Tract 2948.20, Los Angeles County, California",1187,63.9,52.2,11.7,17,13.6,3,1.9,1,34,0.0246974375214453,3.73277664783866e-05
762,06,037,294900,06037294900,2949,Census Tract 2949,G5020,S,644542,0,+33.7748702,-118.2774453,39153,6037294900,1400000US06037294900,6037294900,"Census Tract 2949, Los Angeles County, California",1146,88.3,63.4,25,5,2.8,0,2.4,1,8,0.0404326994432088,6.27347078469778e-05
763,06,037,296210,06037296210,2962.10,Census Tract 2962.10,G5020,S,559514,0,+33.7476138,-118.2839528,21779,6037296210,1400000US06037296210,6037296210,"Census Tract 2962.10, Los Angeles County, California",968,85.2,74.8,10.4,8,3.7,1,0.9,1,13,0.0288041908834769,5.44415836743713e-05
